Name,Code,25/05/2008,25/05/2009,25/05/2010,25/05/2011,25/05/2012,25/05/2013,25/05/2014,25/05/2015,25/05/2016,25/05/2017,25/05/2018,25/05/2019,25/05/2020
POLISH OIL AND GAS - COST OF GOODS SOLD (EXCL DEP),PLPGNIG00014(WC01051),15835813,16017871,16518168,19570506,22539000,24966000,25879000,28703000,23702000,26235000,31214000,33805000,27668000
PLKNC.NAFTOWY ORLEN - COST OF GOODS SOLD (EXCL DEP),PLPKN0000018(WC01051),71515087,59281055,73144214,96017863,109833868,105810000,99019000,75894000,66107000,79342000,94592000,93804000,72110000
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
PKP CARGO - COST OF GOODS SOLD (EXCL DEP),PLPKPCR00011(WC01051),NA,NA,2572968,2880428,2657543,2428142,1960875,2223808,2270125,2364316,2352800,2047300,1701900
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ASSECO POLAND - COST OF GOODS SOLD (EXCL DEP),PLSOFTB00016(WC01051),1712485,1886624,2034969,3366600,3814400,4172500,4437300,5240700,5762700,5818500,6877000,7724000,8815700
STALPRODUKT - COST OF GOODS SOLD (EXCL DEP),PLSTLPD00017(WC01051),1226993,1156102,1384455,1657549,1539481,2438814,2362555,2439378,2366913,2806108,3257480,3142914,2722711
TAURON POLSKA ENERGIA - COST OF GOODS SOLD (EXCL DEP),PLTAURN00011(WC01051),9996938,10200322,11729901,16748691,19760342,14076244,13747731,13784804,13290585,12869282,14712861,17272803,15631828
ORANGE POLSKA - COST OF GOODS SOLD (EXCL DEP),PLTLKPL00017(WC01051),9878000,9717000,9332000,8983000,8926000,8325000,7924000,7932000,8020000,8054000,8139000,8087000,7986000
NEUCA - COST OF GOODS SOLD (EXCL DEP),PLTRFRM00018(WC01051),3656487,4038486,6017385,5821891,5098387,5219253,5955172,6239250,6332983,6713710,6934378,7388096,8209339
GRUPA AZOTY - COST OF GOODS SOLD (EXCL DEP),PLZATRM00012(WC01051),1035420,970720,1480806,3963956,5868088,7886543,7711390,7275401,6478200,6962331,7837132,8176835,7692488
ALTRI SGPS - COST OF GOODS SOLD (EXCL DEP),PTALT0AE0002(WC01051),197304,254497,323496,363933,384880,419028,436503,439669,440127,457455,482113,510980,485212
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
CORTICEIRA AMORIM - COST OF GOODS SOLD (EXCL DEP),PTCOR0AE0006(WC01051),421363,379379,390517,420061,451163,459059,474475,502200,522641,569192,636795,659292,624517
CTT CORREIOS DE PORTUGAL - COST OF GOODS SOLD (EXCL DEP),PTCTT0AM0001(WC01051),NA,707265,690731,647778,613255,571881,512685,581173,584331,618987,631715,619357,623350
EDP ENERGIAS DE PORTUGAL - COST OF GOODS SOLD (EXCL DEP),PTEDP0AM0009(WC01051),10460540,8555263,10408212,11242918,12530521,11263442,11841562,11131813,9947022,11460118,11265592,10083277,8402595
GALP ENERGIA SGPS - COST OF GOODS SOLD (EXCL DEP),PTGAL0AM0009(WC01051),14704039,11291083,13145164,15832920,17523789,18582498,17156240,14396399,11826285,13251000,14746000,14360000,10069000
JERONIMO MARTINS - COST OF GOODS SOLD (EXCL DEP),PTJMT0AE0001(WC01051),5592812,5922970,7056303,8067914,8447184,9286260,9986217,10788092,11214665,12486974,13213093,13847342,14333001
MOTA ENGIL SGPS - COST OF GOODS SOLD (EXCL DEP),PTMEN0AE0005(WC01051),1649779,1956933,1868294,1946919,2025783,2012839,1938091,2055082,1930531,2197831,2436542,2402355,2079144
PHAROL SGPS - COST OF GOODS SOLD (EXCL DEP),PTPTC0AM0009(WC01051),3494812,3419068,1955980,3118684,3448342,593597,0,0,0,0,0,0,0
NAVIGATOR COMP - COST OF GOODS SOLD (EXCL DEP),PTPTI0AM0006(WC01051),868615,880998,986707,1111157,731373,773204,803643,817892,802873,827686,812129,873483,746099
REN REDES ENERGETICAS - COST OF GOODS SOLD (EXCL DEP),PTREL0AM0008(WC01051),129159,127894,132393,105274,281561,260109,237182,317472,249578,243989,217846,280785,267306
SEMAPA - COST OF GOODS SOLD (EXCL DEP),PTSEM0AM0004(WC01051),1109352,1130788,1236095,1366348,1504899,1594757,1591299,1655273,1615280,1690394,1664066,1771386,1507562
SONAE SGPS - COST OF GOODS SOLD (EXCL DEP),PTSON0AM0001(WC01051),5067980,5330204,5521424,5435795,5176021,4748569,5075014,5275206,5712664,6089634,5627819,5885872,5611721
NOS SGPS - COST OF GOODS SOLD (EXCL DEP),PTZON0AM0006(WC01051),392511,403048,354991,391806,396385,306123,460686,488359,513039,543707,578282,585949,421442
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
OMV PETROM - COST OF GOODS SOLD (EXCL DEP),ROSNPPACNOR9(WC01051),11297118,9131185,10597080,12545060,15477190,12738260,9696200,10598870,10041000,9935420,11008600,14146580,11850110
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
BERGS TIMBER B - COST OF GOODS SOLD (EXCL DEP),SE0000101297(WC01051),833800,771500,844100,880800,824900,597900,553300,710500,709400,977500,2066250,2492000,1581000
HALDEX - COST OF GOODS SOLD (EXCL DEP),SE0000105199(WC01051),5530000,3983000,3971000,2870000,2808000,2739000,3054000,3324000,3063000,3146000,3718000,3659000,2770000
HENNES & MAURITZ B - COST OF GOODS SOLD (EXCL DEP),SE0000106270(WC01051),33819000,38609000,39878000,43486000,48328000,52059000,61799000,76969000,84854000,91178000,98955000,109732000,92567000
SKF B - COST OF GOODS SOLD (EXCL DEP),SE0000108227(WC01051),44008000,41921000,41339000,44622000,44910000,46325000,51329000,55387000,53153000,56691000,62920000,62597000,55440000
ERICSSON B - COST OF GOODS SOLD (EXCL DEP),SE0000108656(WC01051),125736000,125034000,116500000,137935000,144556000,138211000,134582000,148600000,143649000,142371000,128657000,132966000,128708000
SAAB B - COST OF GOODS SOLD (EXCL DEP),SE0000112385(WC01051),17004000,17804000,17826000,16036000,16223000,16831000,16900000,20065000,21114000,23268000,24660000,25761000,27885000
SVENSKA CELLULOSA - COST OF GOODS SOLD (EXCL DEP),SE0000112724(WC01051),63943000,62016000,61747000,62186000,69395000,73323000,85758000,95447000,95961000,8822000,9204000,10110000,10441000
SKANSKA B - COST OF GOODS SOLD (EXCL DEP),SE0000113250(WC01051),132175000,123870800,110683000,112185000,116440000,122569000,128802000,137808000,129935000,143565000,153911000,153763000,140764000
TRELLEBORG B - COST OF GOODS SOLD (EXCL DEP),SE0000114837(WC01051),22796000,19777000,19086000,20663000,13795000,13569000,13909000,15781000,17255000,20407000,22049000,23328000,20847000
VOLVO B - COST OF GOODS SOLD (EXCL DEP),SE0000115446(WC01051),224054000,170940000,188005000,222693000,220330000,195082000,204082000,223846000,215610000,237712000,285038000,308830000,241268000
NCC B - COST OF GOODS SOLD (EXCL DEP),SE0000117970(WC01051),50703000,45784000,43896000,47029000,51049000,51299000,50476000,55293000,47807000,49774000,54459000,53055000,48520000
ELANDERS B - COST OF GOODS SOLD (EXCL DEP),SE0000119299(WC01051),1485567,1341502,1362679,1413253,1466522,1516491,2813052,3153550,4963800,7809200,9120600,8914500,8648500
ELOS MEDTECH B - COST OF GOODS SOLD (EXCL DEP),SE0000120776(WC01051),331732,293024,226585,260427,285451,287887,238485,327614,350476,374440,426451,429711,343502
REJLERS B - COST OF GOODS SOLD (EXCL DEP),SE0000123671(WC01051),687103,719338,770460,1029513,1233700,1374900,1632600,1773100,2270100,2399000,2284200,2312000,2119600
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
SECURITAS B - COST OF GOODS SOLD (EXCL DEP),SE0000163594(WC01051),45551700,50360700,49478600,52353000,54711500,53651500,57405600,66080700,71892700,75103600,82687200,89924000,87721000
ELEKTA B - COST OF GOODS SOLD (EXCL DEP),SE0000163628(WC01051),2830000,3584000,3914000,4167000,4749000,5477000,5975000,6452000,6540000,6237000,6532000,7829000,8392000
HUFVUDSTADEN A - COST OF GOODS SOLD (EXCL DEP),SE0000170375(WC01051),437900,421800,444500,469400,453900,484600,494300,508700,524500,536900,543000,523100,548300
SSAB A - COST OF GOODS SOLD (EXCL DEP),SE0000171100(WC01051),39518000,26624000,33579000,37587000,36129000,30826000,41382000,48833000,46644000,54947000,61678000,66111000,58070000
INDUSTRIVARDEN A - COST OF GOODS SOLD (EXCL DEP),SE0000190126(WC01051),NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
ATRIUM LJUNGBERG B - COST OF GOODS SOLD (EXCL DEP),SE0000191827(WC01051),904968,916600,894800,906300,840200,1047100,971000,1034800,850000,943000,1002000,1080000,1277000
GETINGE B - COST OF GOODS SOLD (EXCL DEP),SE0000202624(WC01051),9459000,10971000,10209000,9808000,10791000,11308000,12600000,14983000,14776000,10652000,12437000,13128000,14082000
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
MYCRONIC - COST OF GOODS SOLD (EXCL DEP),SE0000375115(WC01051),303718,481471,647499,702874,670684,545034,758742,734980,904056,1229983,1650906,1870000,1731000
CASTELLUM - COST OF GOODS SOLD (EXCL DEP),SE0000379190(WC01051),826000,935000,954000,997000,1042000,787000,758000,731000,990000,1077000,1106000,1016000,927000
SEMCON - COST OF GOODS SOLD (EXCL DEP),SE0000379497(WC01051),3043700,2315400,2046300,2284600,2355500,2360900,2593600,2523700,1648900,1652800,1711600,1666200,1440600
PROFILGRUPPEN B - COST OF GOODS SOLD (EXCL DEP),SE0000393860(WC01051),934600,657000,739700,723700,688400,661600,710700,864100,946300,1156800,1361000,1345500,1217200
MODERN TIMES GROUP MTG B - COST OF GOODS SOLD (EXCL DEP),SE0000412371(WC01051),7745000,8915000,7784000,8142000,7824000,8270000,9726000,9991000,11103000,10723000,11892000,1971000,1571000
KNOWIT - COST OF GOODS SOLD (EXCL DEP),SE0000421273(WC01051),1023118,1221543,1511977,1718422,1778880,1847236,1897246,2054639,2203254,2440871,2756233,2943619,2972022
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
KUNGSLEDEN - COST OF GOODS SOLD (EXCL DEP),SE0000549412(WC01051),2422100,8894200,3652000,2169400,2429000,920100,696000,769000,827000,784000,800000,777000,787000
MIDSONA B - COST OF GOODS SOLD (EXCL DEP),SE0000565228(WC01051),881000,821000,694000,784000,460000,481000,485000,688000,1117000,1420000,1961000,2116000,2584000
CLAS OHLSON B - COST OF GOODS SOLD (EXCL DEP),SE0000584948(WC01051),2771900,2883700,3261600,3337000,3558700,3741600,3836000,4107500,4300900,4620200,4850400,5195200,5190900
DUNI - COST OF GOODS SOLD (EXCL DEP),SE0000616716(WC01051),2941000,2969000,2836000,2686000,2623000,2698000,2999000,2859000,2940000,3069000,3523000,3988000,3530000
ICA GRUPPEN - COST OF GOODS SOLD (EXCL DEP),SE0000652216(WC01051),748000,1362000,1647000,1390000,1489000,64523000,73315000,86213000,88446000,90978000,95167000,93544000,99965000
STUDSVIK - COST OF GOODS SOLD (EXCL DEP),SE0000653230(WC01051),923601,879948,966851,869773,941451,714572,626913,623673,514491,523758,511828,479769,507064
SANDVIK - COST OF GOODS SOLD (EXCL DEP),SE0000667891(WC01051),58420000,51135000,49506000,57599000,60227000,53638000,53665000,51262000,46128000,50402000,55216000,56656000,50314000
TELIA COMPANY - COST OF GOODS SOLD (EXCL DEP),SE0000667925(WC01051),46470000,50023000,46690000,46133000,39698000,43125000,42567000,43447000,40764000,38114000,40492000,37739000,36245000
CELLAVISION - COST OF GOODS SOLD (EXCL DEP),SE0000683484(WC01051),26856,29932,38775,48513,53023,59343,60091,58741,69150,79096,88714,115663,142085
ALFA LAVAL - COST OF GOODS SOLD (EXCL DEP),SE0000695876(WC01051),16058000,15850000,14406000,17120000,18347000,18511000,22054000,25154000,22488000,21963000,25497000,29178000,25734000
LUNDIN ENERGY - COST OF GOODS SOLD (EXCL DEP),SE0000825820(WC01051),3280389,3350918,1959954,2142322,1902467,2807900,3097982,2777966,2916452,4570482,6395390,3549975,4556144
BILLERUDKORSNAS - COST OF GOODS SOLD (EXCL DEP),SE0000862997(WC01051),7039000,6930000,7235000,6931000,9258000,16993000,17691000,18399000,18293000,18588000,20333000,21716000,21527000
SWEDISH ORPHAN BIOVITRUM - COST OF GOODS SOLD (EXCL DEP),SE0000872095(WC01051),232470,345498,660766,911353,699396,870818,1040995,1203317,1539828,1839586,2402579,3219000,3189000
INTRUM - COST OF GOODS SOLD (EXCL DEP),SE0000936478(WC01051),2084900,2451400,2169800,2204100,2311000,2515000,2793000,2923000,3033000,4654000,6603000,7931000,8164000
NOBIA - COST OF GOODS SOLD (EXCL DEP),SE0000949331(WC01051),9996000,9725000,8409000,7923000,6697000,6750000,7060000,7810000,7574000,7590000,7970000,8391000,7814000
PROBI - COST OF GOODS SOLD (EXCL DEP),SE0001280355(WC01051),53996,47276,40808,60420,44136,60993,79905,123308,247591,408492,407769,413757,484733
INDUTRADE - COST OF GOODS SOLD (EXCL DEP),SE0001515552(WC01051),4436000,4108000,4364000,5132000,5397000,5649000,6164000,7580000,8306000,9543000,10723000,11577000,12078000
DIOS FASTIGHETER - COST OF GOODS SOLD (EXCL DEP),SE0001634262(WC01051),209845,204476,213582,274095,565091,566000,547000,538000,534000,640000,670000,666000,659000
HUSQVARNA B - COST OF GOODS SOLD (EXCL DEP),SE0001662230(WC01051),21152000,23591000,21216000,20118000,21481000,21414000,22638000,24962000,23869000,25817000,26457000,26664000,25498000
CATENA - COST OF GOODS SOLD (EXCL DEP),SE0001664707(WC01051),26003,25603,6993,6436,4135,95500,105600,112900,208500,220800,263100,278900,258900
LINDAB INTERNATIONAL - COST OF GOODS SOLD (EXCL DEP),SE0001852419(WC01051),6603000,4962000,4557000,4869000,4670000,4526000,4934000,5394000,5591000,5949000,6781000,6953000,6313000
ARISE - COST OF GOODS SOLD (EXCL DEP),SE0002095604(WC01051),15409,28479,53700,78000,80000,101000,78000,78000,456000,138000,152000,236000,98000
MEKONOMEN - COST OF GOODS SOLD (EXCL DEP),SE0002110064(WC01051),2406000,2837000,2913000,3618000,4751000,5155000,5117000,4978000,5280000,5248000,7225000,10314000,9984000
HEXATRONIC GROUP - COST OF GOODS SOLD (EXCL DEP),SE0002367797(WC01051),31883,39867,38155,41629,38707,57733,369133,471400,686758,1152216,1212830,1391512,1559057
TOBII AB - COST OF GOODS SOLD (EXCL DEP),SE0002591420(WC01051),NA,NA,NA,NA,81000,81000,107000,127100,174200,176700,226000,299200,231500
CLOETTA 'B' - COST OF GOODS SOLD (EXCL DEP),SE0002626861(WC01051),1290400,798000,686000,642000,2893000,2803000,3160000,3268000,3327000,3502000,3801000,3925000,3513000
SAS - COST OF GOODS SOLD (EXCL DEP),SE0003366871(WC01051),NA,NA,NA,NA,NA,24727000,22925000,22931000,26356000,35748000,36890000,39957000,22394000
BULTEN - COST OF GOODS SOLD (EXCL DEP),SE0003849223(WC01051),2470400,1772300,2107500,2457100,2516500,2486300,1918900,2131200,2086100,2229000,2469000,2409000,2504000
SAGAX - COST OF GOODS SOLD (EXCL DEP),SE0004635878(WC01051),60100,72600,94600,111000,115900,130000,160000,188000,247000,314000,407000,449000,485000
TELE2 B - COST OF GOODS SOLD (EXCL DEP),SE0005190238(WC01051),19671000,19390000,19285000,20001000,21663000,15180000,12613000,14150000,15291000,12919000,11194000,11993000,10964000
BUFAB - COST OF GOODS SOLD (EXCL DEP),SE0005677135(WC01051),NA,1250700,1350400,1530500,1456300,1419000,1539000,1758000,1998000,2264000,2673000,3113000,3443000
SCANDI STANDARD - COST OF GOODS SOLD (EXCL DEP),SE0005999760(WC01051),NA,NA,NA,NA,NA,1963000,3115700,3146700,3558900,4275800,5301000,5980000,5868000
AFRY - COST OF GOODS SOLD (EXCL DEP),SE0005999836(WC01051),3992953,4194706,3938500,4645000,3250200,6934500,7224300,8139400,9083000,10461000,11542000,16172000,15671000
GRANGES - COST OF GOODS SOLD (EXCL DEP),SE0006288015(WC01051),NA,NA,NA,3186000,3126000,2799000,2819000,3280000,4373000,7396000,8537000,7608000,6794000
THULE GROUP - COST OF GOODS SOLD (EXCL DEP),SE0006422390(WC01051),NA,NA,NA,2417000,2533000,2256000,2782000,3206000,3290000,3390000,3786000,4073000,4458000
DUSTIN GROUP - COST OF GOODS SOLD (EXCL DEP),SE0006625471(WC01051),NA,NA,NA,NA,3850488,4617068,6226728,6806346,7044100,7845100,8585400,10330700,10855200
SDIPTECH PF.SHS. - COST OF GOODS SOLD (EXCL DEP),SE0006758348(WC01051),NA,NA,NA,0,0,0,0,178900,321600,500200,846900,720400,825900
HOIST FINANCE - COST OF GOODS SOLD (EXCL DEP),SE0006887063(WC01051),NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
AXFOOD - COST OF GOODS SOLD (EXCL DEP),SE0006993770(WC01051),27025000,27516000,29184000,29403000,30870000,31822000,32584000,34772000,36549000,38687000,40278000,41582000,43873000
COLLECTOR - COST OF GOODS SOLD (EXCL DEP),SE0007048020(WC01051),NA,NA,NA,NA,30167,45103,74591,102700,142000,197000,244000,NA,NA
HEXPOL B - COST OF GOODS SOLD (EXCL DEP),SE0007074281(WC01051),2571000,2111000,2990000,5761000,6333000,6214000,6844000,8463000,8113000,9342000,10599000,12067000,10090000
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
PANDOX B - COST OF GOODS SOLD (EXCL DEP),SE0007100359(WC01051),NA,NA,1343000,1382800,1279100,1418700,1821300,1892000,2011000,1894000,1981000,2147000,1310000
ASSA ABLOY B - COST OF GOODS SOLD (EXCL DEP),SE0007100581(WC01051),20611000,20766000,20992000,25807000,27156000,29089000,33758000,40270000,42738000,44460000,49351000,53111000,49559000
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ALIMAK GROUP - COST OF GOODS SOLD (EXCL DEP),SE0007158910(WC01051),NA,NA,NA,NA,730102,818139,961516,1173903,1188780,2607300,2895300,2998000,2446100
NOBINA - COST OF GOODS SOLD (EXCL DEP),SE0007185418(WC01051),NA,NA,NA,NA,NA,2881000,2745000,2746000,2883000,3044000,3013000,3229000,3361000
STORYTEL B - COST OF GOODS SOLD (EXCL DEP),SE0007439443(WC01051),6440,5394,3458,7708,0,15806,116897,231795,550391,920674,305645,426696,323419
SCANDIC HOTELS GROUP - COST OF GOODS SOLD (EXCL DEP),SE0007640156(WC01051),NA,4057900,4331900,4571800,4724200,4629500,6224900,7007900,7371000,8279000,10302000,7740000,2292000
ATTENDO - COST OF GOODS SOLD (EXCL DEP),SE0007666110(WC01051),NA,NA,803020,928692,1031000,1250000,1356000,1653000,1845000,2041000,1503000,1899000,1858000
DOMETIC GROUP - COST OF GOODS SOLD (EXCL DEP),SE0007691613(WC01051),NA,NA,NA,NA,NA,NA,5930000,7904000,8234000,9353000,12015000,11990000,10408000
KINDRED GROUP SDR - COST OF GOODS SOLD (EXCL DEP),SE0007871645(WC01051),11040,38674,41719,15260,36510,34836,90900,120800,199300,284400,355400,404200,461100
ACADEMEDIA - COST OF GOODS SOLD (EXCL DEP),SE0007897079(WC01051),NA,NA,NA,0,0,0,0,0,0,0,0,0,0
HUMANA - COST OF GOODS SOLD (EXCL DEP),SE0008040653(WC01051),NA,NA,NA,88224,77843,150780,0,0,0,0,0,0,0
BONAVA B - COST OF GOODS SOLD (EXCL DEP),SE0008091581(WC01051),NA,NA,NA,NA,NA,8016000,8695000,10974000,11191000,11681000,11399000,13215000,14837000
FINGERPRINT CARDS B - COST OF GOODS SOLD (EXCL DEP),SE0008374250(WC01051),24996,18691,24034,25851,15954,45087,119566,1612500,3437400,1916400,1434500,1000200,914700
SAMHALLSBYGGNADSBOL AGET - COST OF GOODS SOLD (EXCL DEP),SE0009554454(WC01051),NA,NA,NA,700,500,800,400,1400,2500,362206,484615,583000,1306000
AMBEA - COST OF GOODS SOLD (EXCL DEP),SE0009663826(WC01051),NA,NA,NA,NA,NA,NA,160000,171000,176000,182000,184000,383000,348000
MEDICOVER B - COST OF GOODS SOLD (EXCL DEP),SE0009778848(WC01051),NA,NA,NA,NA,NA,NA,2410842,2825972,3423477,4047403,5045569,6161128,7016083
BOOZT - COST OF GOODS SOLD (EXCL DEP),SE0009888738(WC01051),NA,NA,NA,NA,NA,NA,NA,681900,1198900,1729200,2393600,2999600,2615700
BILIA A - COST OF GOODS SOLD (EXCL DEP),SE0009921588(WC01051),11808000,11109000,13322000,15012000,14622000,14592000,16126000,16738000,19598000,22584000,23156000,23732000,24421000
ESSITY A - COST OF GOODS SOLD (EXCL DEP),SE0009922156(WC01051),NA,NA,NA,NA,NA,NA,59818000,66425000,67031000,71433000,79131000,84006000,75262000
HMS NETWORKS - COST OF GOODS SOLD (EXCL DEP),SE0009997018(WC01051),127353,95031,127927,143755,141723,169998,193993,238068,339658,422228,492036,514437,458394
FAGERHULT - COST OF GOODS SOLD (EXCL DEP),SE0010048884(WC01051),1728300,1548700,1667800,1941400,2022800,1998400,2428900,2505100,2795900,3087500,3292800,4315800,3907300
LATOUR INVESTMENT B - COST OF GOODS SOLD (EXCL DEP),SE0010100958(WC01051),4939000,3551000,3817000,4530000,4142000,4287000,4644000,4115000,4770000,5780000,6960000,8186000,9020000
BALCO GROUP - COST OF GOODS SOLD (EXCL DEP),SE0010323998(WC01051),NA,NA,NA,NA,NA,461998,465874,471057,606813,730565,784914,885014,872992
ARJO B - COST OF GOODS SOLD (EXCL DEP),SE0010468116(WC01051),NA,NA,NA,NA,NA,NA,3660000,4143000,3787000,3687000,4122000,4419000,4350000
CIBUS NORDIC REAL ESTATE - COST OF GOODS SOLD (EXCL DEP),SE0010832204(WC01051),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19198,69670,81704
BHG GROUP - COST OF GOODS SOLD (EXCL DEP),SE0010948588(WC01051),NA,NA,NA,NA,NA,NA,NA,NA,318629,3135556,3926200,4722800,6637700
GREEN LANDSCAPING GROUP - COST OF GOODS SOLD (EXCL DEP),SE0010985028(WC01051),NA,NA,NA,NA,NA,387803,412883,394172,340799,368210,586600,848700,892200
HOLMEN B - COST OF GOODS SOLD (EXCL DEP),SE0011090018(WC01051),17211000,15669000,16824000,16061000,12335000,11446000,10898000,11183000,10866000,11325000,10893000,11933000,11280000
BEIJER ALMA B - COST OF GOODS SOLD (EXCL DEP),SE0011090547(WC01051),1117028,927544,1355548,1766900,1763814,1984843,2130314,2257235,2264420,2576433,2893860,3011490,2719551
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
FABEGE - COST OF GOODS SOLD (EXCL DEP),SE0011166974(WC01051),775000,728000,658000,576000,605000,647000,601000,569000,598000,600000,641000,739000,720000
NEDERMAN HOLDING - COST OF GOODS SOLD (EXCL DEP),SE0011204510(WC01051),650200,543500,984100,1158400,1314100,1678700,1791100,2046900,1970000,1921800,2194900,2606800,2147900
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
VITROLIFE - COST OF GOODS SOLD (EXCL DEP),SE0011205202(WC01051),65543,74777,84313,109359,115441,130435,138394,184130,248171,304274,327974,463280,415165
ENIRO GROUP - COST OF GOODS SOLD (EXCL DEP),SE0011256312(WC01051),1842000,1765000,1486000,1146000,878000,721000,673000,523000,420000,381000,385000,361000,330000
PROJEKTENGAGEMANG SWEDEN - COST OF GOODS SOLD (EXCL DEP),SE0011337666(WC01051),NA,NA,NA,NA,NA,NA,147762,147474,148670,0,0,0,0
AAK - COST OF GOODS SOLD (EXCL DEP),SE0011337708(WC01051),17023000,14094000,13586000,15481000,15680100,15246000,16379000,18403000,20061000,24286000,25258000,25851000,25323000
NYFOSA - COST OF GOODS SOLD (EXCL DEP),SE0011426428(WC01051),NA,NA,NA,NA,NA,NA,NA,336000,299000,284000,338000,465000,619000
VIAPLAY GROUP B - COST OF GOODS SOLD (EXCL DEP),SE0012116390(WC01051),NA,NA,NA,NA,NA,NA,NA,NA,8603000,8953000,9634000,10329000,8581000
SKISTAR B - COST OF GOODS SOLD (EXCL DEP),SE0012141687(WC01051),1014460,1052236,1145135,1134729,1153191,641425,652291,688463,751533,821597,924917,995411,907060
AVANZA BANK HOLDING - COST OF GOODS SOLD (EXCL DEP),SE0012454072(WC01051),NA,NA,NA,NA,NA,74000,85000,118000,133000,148000,183000,200000,312000
JOHN MATTSON - COST OF GOODS SOLD (EXCL DEP),SE0012481364(WC01051),NA,NA,NA,NA,NA,NA,33400,39924,40100,54700,53900,28700,21300
XANO INDUSTRI B - COST OF GOODS SOLD (EXCL DEP),SE0012674232(WC01051),1093395,860519,811415,878803,888002,1207252,727791,768757,763592,1212315,1524951,1585134,1634484
#ERROR,,"$$ER: 4540,NO DATA VALUES FOUND",,,,,,,,,,,,
ELECTROLUX PROFESSIONAL - COST OF GOODS SOLD (EXCL DEP),SE0013747870(WC01051),NA,NA,NA,NA,NA,NA,NA,NA,NA,4659000,5220000,5752000,4584000
LOOMIS - COST OF GOODS SOLD (EXCL DEP),SE0014504817(WC01051),8200300,8725000,7912000,7981000,8146000,8054000,9516000,11218000,11516000,11540000,13091000,13642000,12354000
NORDIC WATERPROOFING - COST OF GOODS SOLD (EXCL DEP),SE0014731089(WC01051),NA,NA,NA,NA,NA,NA,NA,NA,NA,1562700,1936900,2198300,2254100
ADDTECH B - COST OF GOODS SOLD (EXCL DEP),SE0014781795(WC01051),2819300,2991300,2487700,2966400,3469800,3537100,4080600,4584100,4185000,4919000,5497000,6998000,8021000
SWECO B - COST OF GOODS SOLD (EXCL DEP),SE0014960373(WC01051),4819300,4751200,4721800,5335200,6593600,7318900,8191100,10459000,14837000,15125000,16838000,17750000,18039000
NORDNET - COST OF GOODS SOLD (EXCL DEP),SE0015192067(WC01051),NA,NA,NA,NA,NA,NA,NA,267196,244115,264608,287941,307192,588662
FASADGRUPPEN GROUP - COST OF GOODS SOLD (EXCL DEP),SE0015195771(WC01051),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521300,672500
SCANDINAVIAN BIOGAS - COST OF GOODS SOLD (EXCL DEP),SE0015242896(WC01051),NA,NA,NA,NA,NA,NA,NA,94070,120214,134039,153237,185235,193693
STILLFRONT GROUP - COST OF GOODS SOLD (EXCL DEP),SE0015346135(WC01051),NA,NA,NA,9007,8133,9333,22133,33761,16546,44891,0,879000,1567000
EPIROC A - COST OF GOODS SOLD (EXCL DEP),SE0015658109(WC01051),NA,NA,NA,NA,NA,NA,NA,17436000,17069000,19235000,23340000,24086000,21048000
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
KINNEVIK B - COST OF GOODS SOLD (EXCL DEP),SE0015810247(WC01051),6219000,6452000,6702000,6854000,944000,753000,571000,523000,0,NA,NA,NA,NA
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
INVESTOR B - COST OF GOODS SOLD (EXCL DEP),SE0015811963(WC01051),353000,376000,2170000,9105000,10588000,11492000,12873000,15285000,19349000,21207000,26459000,22904000,20253000
